ESTU_TIPODOCUMENTO|ESTU_NACIONALIDAD|ESTU_GENERO|ESTU_FECHANACIMIENTO|PERIODO|ESTU_CONSECUTIVO|ESTU_ESTUDIANTE|ESTU_PAIS_RESIDE|ESTU_TIENEETNIA|ESTU_ETNIA|ESTU_COD_RESIDE_DEPTO|ESTU_COD_RESIDE_MCPIO|FAMI_ESTRATOVIVIENDA|FAMI_PERSONASHOGAR|FAMI_CUARTOSHOGAR|FAMI_EDUCACIONPADRE|FAMI_EDUCACIONMADRE|FAMI_TRABAJOLABORPADRE|FAMI_TRABAJOLABORMADRE|FAMI_TIENEINTERNET|FAMI_TIENESERVICIOTV|FAMI_TIENECOMPUTADOR|FAMI_TIENELAVADORA|FAMI_TIENEHORNOMICROOGAS|FAMI_TIENEAUTOMOVIL|FAMI_TIENEMOTOCICLETA|FAMI_TIENECONSOLAVIDEOJUEGOS|FAMI_NUMLIBROS|FAMI_COMELECHEDERIVADOS|FAMI_COMECARNEPESCADOHUEVO|FAMI_COMECEREALFRUTOSLEGUMBRE|FAMI_SITUACIONECONOMICA|ESTU_DEDICACIONLECTURADIARIA|ESTU_DEDICACIONINTERNET|ESTU_HORASSEMANATRABAJA|ESTU_TIPOREMUNERACION|COLE_CODIGO_ICFES|COLE_COD_DANE_ESTABLECIMIENTO|COLE_NOMBRE_ESTABLECIMIENTO|COLE_GENERO|COLE_NATURALEZA|COLE_CALENDARIO|COLE_BILINGUE|COLE_CARACTER|COLE_COD_DANE_SEDE|COLE_NOMBRE_SEDE|COLE_SEDE_PRINCIPAL|COLE_AREA_UBICACION|COLE_JORNADA|COLE_COD_MCPIO_UBICACION|COLE_COD_DEPTO_UBICACION|ESTU_PRIVADO_LIBERTAD|ESTU_COD_MCPIO_PRESENTACION|ESTU_COD_DEPTO_PRESENTACION|PUNT_LECTURA_CRITICA|PERCENTIL_LECTURA_CRITICA|DESEMP_LECTURA_CRITICA|PUNT_MATEMATICAS|PERCENTIL_MATEMATICAS|DESEMP_MATEMATICAS|PUNT_C_NATURALES|PERCENTIL_C_NATURALES|DESEMP_C_NATURALES|PUNT_SOCIALES_CIUDADANAS|PERCENTIL_SOCIALES_CIUDADANAS|DESEMP_SOCIALES_CIUDADANAS|PUNT_INGLES|PERCENTIL_INGLES|DESEMP_INGLES|PUNT_GLOBAL|PERCENTIL_GLOBAL|ESTU_INSE_INDIVIDUAL|ESTU_NSE_INDIVIDUAL|ESTU_NSE_ESTABLECIMIENTO|ESTU_ESTADOINVESTIGACION|ESTU_GENERACION-E
CC|COLOMBIA|F|27/01/1996|20191|SB11201910021575|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 1|3 a 4|Cuatro|Secundaria (Bachillerato) incompleta|Secundaria (Bachillerato) completa|Trabaja en el hogar, no trabaja o estudia|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|No|No|No|0 A 10 LIBROS|Todos o casi todos los días|Todos o casi todos los días|Todos o casi todos los días|Mejor|No leo por entretenimiento|Más de 3 horas|Entre 11 y 20 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|47|22|2|48|31|2|48|35|2|49|38|2|53|39|A1|242|32|53.021399146677|3|2|PUBLICAR|NO
CC|COLOMBIA|M|02/11/2000|20191|SB11201910021563|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 2|3 a 4|Cuatro|Técnica o tecnológica completa|Técnica o tecnológica completa|No sabe|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|Si|No|No|No|11 A 25 LIBROS|Todos o casi todos los días|1 o 2 veces por semana|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|53|35|3|46|26|2|52|44|2|49|38|2|63|54|A2|255|38|59.2104474254982|3|2|PUBLICAR|NO
TI|COLOMBIA|F|26/03/2001|20191|SB11201910021333|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|3 a 4|Tres|Secundaria (Bachillerato) completa|Postgrado|No sabe|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Si|Si|No|Si|Si|No|No|No|26 A 100 LIBROS|1 o 2 veces por semana|Todos o casi todos los días|1 o 2 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|45|17|2|40|16|2|39|15|1|36|12|1|38|14|A-|199|14|57.0316092967842|3|2|PUBLICAR|NO
CC|COLOMBIA|F|23/05/2000|20191|SB11201910040389|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|3 a 4|Dos|Técnica o tecnológica completa|Secundaria (Bachillerato) incompleta|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|Si|Si|Si|Si|No|No|Si|0 A 10 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|Todos o casi todos los días|Igual|No leo por entretenimiento|Entre 1 y 3 horas|Menos de 10 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|48|22|2|38|13|2|31|3|1|25|1|1|49|32|A1|183|8|58.381419754709|3|2|PUBLICAR|NO
CC|COLOMBIA|M|27/06/2000|20191|SB11201910021568|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|3 a 4|Uno|Postgrado|Educación profesional completa|Pensionado|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|Si|Si|Si|Si|No|No|Si|11 A 25 LIBROS|Todos o casi todos los días|Todos o casi todos los días|1 o 2 veces por semana|Igual|30 minutos o menos|Entre 1 y 3 horas|Menos de 10 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|46|20|2|42|19|2|36|10|1|35|12|1|33|8|A-|196|13|64.8615866740924|4|2|PUBLICAR|NO
TI|COLOMBIA|F|18/06/2001|20191|SB11201910040468|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|5 a 6|Dos|Primaria completa|Secundaria (Bachillerato) incompleta|Es vendedor o trabaja en atención al público|Trabaja en el hogar, no trabaja o estudia|Si|Si|No|Si|Si|No|No|No|0 A 10 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|1 o 2 veces por semana|Igual|No leo por entretenimiento|Más de 3 horas|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|42|13|2|40|16|2|41|19|2|34|10|1|45|25|A-|198|14|48.3475999601842|2|2|PUBLICAR|NO
CC|COLOMBIA|M|01/10/1999|20191|SB11201910028115|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 4|3 a 4|Tres|Educación profesional completa|Educación profesional completa|No aplica|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|Si|Si|No|Si|11 A 25 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|Todos o casi todos los días|Igual|Entre 1 y 2 horas|Entre 1 y 3 horas|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|57|46|3|61|57|3|60|60|3|68|81|3|68|60|B1|310|61|68.6597019126453|4|2|PUBLICAR|NO
CC|COLOMBIA|F|20/12/1996|20191|SB11201910028127|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 2|3 a 4|Dos|Secundaria (Bachillerato) incompleta|No sabe|No aplica|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|No|No|Si|No|0 A 10 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|Todos o casi todos los días|Igual|No leo por entretenimiento|30 minutos o menos|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|50|28|2|35|9|1|37|12|1|49|39|2|37|12|A-|212|19|52.5380600731558|3|2|PUBLICAR|NO
CC|COLOMBIA|F|25/05/1989|20191|SB11201910040461|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 2|5 a 6|Dos|Primaria completa|Primaria completa|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|No aplica|Si|Si|No|Si|No|No|No|No|0 A 10 LIBROS|3 a 5 veces por semana|1 o 2 veces por semana|Todos o casi todos los días|Igual|30 minutos o menos|Entre 30 y 60 minutos|Menos de 10 horas|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|43|15|2|35|8|1|36|11|1|34|9|1|43|22|A-|187|9|43.7155257036547|2|2|PUBLICAR|NO
CC|COLOMBIA|F|29/09/1978|20191|SB11201910040362|ESTUDIANTE|COLOMBIA|No|-|05|05001|-|3 a 4|Dos|-|-|No aplica|No aplica|-|-|Si|Si|Si|No|No|No|-|-|-|-|Mejor|-|-|Más de 30 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|49|27|2|46|26|2|36|10|1|47|36|2|33|7|A-|218|22|NA|NA|2|PUBLICAR|NO
CC|COLOMBIA|F|01/02/2000|20191|SB11201910021562|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|1 a 2|Uno|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) incompleta|Pensionado|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|No|No|No|Si|0 A 10 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|Nunca o rara vez comemos eso|Igual|No leo por entretenimiento|Más de 3 horas|0|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|59|51|3|52|37|3|47|33|2|54|49|2|41|19|A-|260|40|53.3846195313733|3|2|PUBLICAR|NO
CC|COLOMBIA|F|28/07/1999|20191|SB11201910040418|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 4|3 a 4|Cuatro|No Aplica|No Aplica|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|Si|No|No|11 A 25 LIBROS|-|3 a 5 veces por semana|1 o 2 veces por semana|Igual|30 minutos o menos|Más de 3 horas|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|40|9|2|39|14|2|49|36|2|40|21|1|46|27|A-|212|19|56.1500421783489|3|2|PUBLICAR|NO
CC|COLOMBIA|F|28/10/1970|20191|SB11201910021389|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|3 a 4|Tres|Primaria incompleta|Ninguno|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|No|No|Si|11 A 25 LIBROS|Todos o casi todos los días|1 o 2 veces por semana|Todos o casi todos los días|Mejor|Entre 30 y 60 minutos|Entre 30 y 60 minutos|0|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|34|3|1|28|3|1|37|12|1|29|4|1|34|9|A-|161|2|53.6288782949739|3|2|PUBLICAR|NO
CC|COLOMBIA|M|16/11/1999|20191|SB11201910021327|ESTUDIANTE|COLOMBIA|No|-|05|05001|-|3 a 4|Tres|-|-|Es vendedor o trabaja en atención al público|Es vendedor o trabaja en atención al público|-|-|Si|Si|Si|-|Si|Si|-|-|-|-|Mejor|-|-|Más de 30 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|56|43|3|54|41|3|43|24|2|55|51|2|43|21|A-|257|38|58.003184998099|3|2|PUBLICAR|NO
TI|COLOMBIA|F|22/07/2001|20191|SB11201910021436|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|3 a 4|Tres|Secundaria (Bachillerato) completa|Técnica o tecnológica completa|Es operario de máquinas o conduce vehículos (taxita, chofer)|Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)|Si|Si|Si|Si|Si|No|Si|No|11 A 25 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|Nunca o rara vez comemos eso|Peor|30 minutos o menos|30 minutos o menos|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|41|10|2|48|30|2|47|32|2|46|32|2|38|14|A-|225|25|56.3367994192993|3|2|PUBLICAR|NO
CC|COLOMBIA|M|24/12/1999|20191|SB11201910040410|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|-|-|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|-|-|Si|Si|-|-|-|-|-|-|11 A 25 LIBROS|3 a 5 veces por semana|3 a 5 veces por semana|3 a 5 veces por semana|-|30 minutos o menos|Entre 1 y 3 horas|-|-|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|59|50|3|60|56|3|57|54|3|51|43|2|58|47|A2|284|50|NA|NA|2|PUBLICAR|NO
CC|COLOMBIA|F|12/09/2000|20191|SB11201910021337|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 1|3 a 4|Tres|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|Trabaja en el hogar, no trabaja o estudia|Trabaja en el hogar, no trabaja o estudia|No|No|Si|Si|No|No|No|No|0 A 10 LIBROS|Nunca o rara vez comemos eso|3 a 5 veces por semana|Nunca o rara vez comemos eso|Peor|No leo por entretenimiento|No Navega Internet|Más de 30 horas|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|50|29|2|40|15|2|44|27|2|46|32|2|40|17|A-|223|24|43.4053565085218|2|2|PUBLICAR|NO
CC|COLOMBIA|F|10/02/1999|20191|SB11201910021576|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 6|7 a 8|Dos|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) incompleta|Es vendedor o trabaja en atención al público|Es vendedor o trabaja en atención al público|Si|Si|No|Si|Si|No|Si|No|0 A 10 LIBROS|1 o 2 veces por semana|Todos o casi todos los días|1 o 2 veces por semana|Mejor|No leo por entretenimiento|Entre 30 y 60 minutos|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|33|2|1|41|17|2|36|9|1|28|3|1|42|19|A-|175|6|49.9470890348402|2|2|PUBLICAR|NO
CC|COLOMBIA|F|05/06/1993|20191|SB11201910040426|ESTUDIANTE|COLOMBIA|No|-|05|05001|-|5 a 6|Tres|-|-|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|No aplica|-|-|No|Si|No|No|No|No|-|-|-|-|Igual|-|-|Entre 21 y 30 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|47|21|2|21|1|1|34|8|1|27|2|1|34|9|A-|162|3|39.950421019705|1|2|PUBLICAR|NO
CC|COLOMBIA|M|10/11/1999|20191|SB11201910028135|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 4|3 a 4|Tres|Educación profesional completa|Educación profesional completa|Trabaja como profesional (por ejemplo médico, abogado, ingeniero)|Trabaja en el hogar, no trabaja o estudia|Si|Si|Si|Si|Si|No|No|No|-|3 a 5 veces por semana|Todos o casi todos los días|1 o 2 veces por semana|Igual|Entre 30 y 60 minutos|Más de 3 horas|Menos de 10 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|67|73|4|58|51|3|55|49|2|67|79|3|68|60|B1|311|62|60.9105507092134|3|2|PUBLICAR|NO
CC|COLOMBIA|M|16/01/2000|20191|SB11201910040364|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 4|5 a 6|Seis o mas|Educación profesional completa|Educación profesional completa|No aplica|No aplica|Si|Si|Si|Si|Si|No|No|Si|MÁS DE 100 LIBROS|Todos o casi todos los días|3 a 5 veces por semana|Todos o casi todos los días|Igual|Entre 1 y 2 horas|30 minutos o menos|Más de 30 horas|Si, en efectivo y especie|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|65|68|3|62|59|3|51|41|2|42|25|2|62|52|A2|278|47|66.7637554000495|4|2|PUBLICAR|NO
TI|COLOMBIA|M|27/10/2000|20191|SB11201910040363|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 3|3 a 4|Uno|Secundaria (Bachillerato) completa|Secundaria (Bachillerato) completa|No aplica|Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc|Si|Si|No|No|No|No|Si|No|0 A 10 LIBROS|1 o 2 veces por semana|3 a 5 veces por semana|1 o 2 veces por semana|Igual|No leo por entretenimiento|Entre 30 y 60 minutos|Menos de 10 horas|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|63|62|3|48|30|2|45|29|2|45|32|2|39|16|A-|247|34|45.7480883935823|2|2|PUBLICAR|NO
CC|COLOMBIA|F|18/02/2000|20191|SB11201910028134|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 2|5 a 6|Dos|No sabe|Primaria completa|No sabe|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|Si|Si|Si|Si|Si|No|No|No|0 A 10 LIBROS|Todos o casi todos los días|Todos o casi todos los días|3 a 5 veces por semana|Igual|Más de 2 horas|Más de 3 horas|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|59|52|3|45|24|2|45|29|2|42|25|2|46|27|A-|238|31|52.0105157768959|3|2|PUBLICAR|NO
CC|COLOMBIA|F|08/01/1993|20191|SB11201910040384|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 2|5 a 6|Tres|Primaria incompleta|Primaria incompleta|Es operario de máquinas o conduce vehículos (taxita, chofer)|Trabaja en el hogar, no trabaja o estudia|No|Si|No|Si|No|No|No|No|0 A 10 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Igual|30 minutos o menos|Entre 30 y 60 minutos|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|39|9|2|45|23|2|45|28|2|47|36|2|30|5|A-|215|21|42.5109773581823|2|2|PUBLICAR|NO
CC|COLOMBIA|M|04/11/1969|20191|SB11201910028125|ESTUDIANTE|COLOMBIA|No|-|05|05001|-|3 a 4|Dos|-|-|Trabaja como personal de limpieza, mantenimiento, seguridad o construcción|Trabaja por cuenta propia (por ejemplo plomero, electricista)|-|-|Si|Si|No|No|No|No|-|-|-|-|Igual|-|-|Más de 30 horas|Si, en efectivo|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|37|6|2|16|1|1|32|4|1|35|11|1|52|37|A1|158|2|46.9952330561165|2|2|PUBLICAR|NO
CC|COLOMBIA|F|05/12/1997|20191|SB11201910021589|ESTUDIANTE|COLOMBIA|No|-|05|05001|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|59|52|3|51|36|3|55|48|2|51|43|2|53|38|A1|270|44|NA|NA|2|PUBLICAR|NO
PE|VENEZUELA|F|10/05/2000|20191|SB11201910047904|ESTUDIANTE|VENEZUELA|No|-|05|05001|Estrato 2|3 a 4|Dos|Secundaria (Bachillerato) completa|Educación profesional completa|Trabaja por cuenta propia (por ejemplo plomero, electricista)|Es vendedor o trabaja en atención al público|Si|Si|Si|No|No|No|Si|No|11 A 25 LIBROS|3 a 5 veces por semana|Todos o casi todos los días|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 1 y 3 horas|0|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|55|41|3|59|54|3|61|62|3|35|11|1|55|41|A1|263|41|54.6796295518524|3|2|PUBLICAR|NO
CC|COLOMBIA|F|05/04/1987|20191|SB11201910040356|ESTUDIANTE|COLOMBIA|No|-|05|05001|Estrato 1|5 a 6|Uno|Ninguno|Primaria incompleta|-|Trabaja en el hogar, no trabaja o estudia|Si|No|Si|Si|No|No|No|No|0 A 10 LIBROS|1 o 2 veces por semana|1 o 2 veces por semana|3 a 5 veces por semana|Igual|Entre 30 y 60 minutos|Entre 30 y 60 minutos|Más de 30 horas|No|095869|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|MIXTO|NO OFICIAL|OTRO|N|ACADÉMICO|305001022682|POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN|S|URBANO|MAÑANA|05001|05|N|05001|05|42|12|2|45|24|2|39|16|1|39|19|1|32|7|A-|203|15|40.1861903337992|1|2|PUBLICAR|NO
